ID,Arrondissement,Nom_parc_lieu,Proximité_jeux_repère,Intersection,Etat,Date_installation,Remarque,Precision_localisation,X,Y,Longitude,Latitude,Type
601,Ville-Marie,Espace Pierre-Bourgault,,rue Alexandre-DeSève/rue La Fontaine,,,,orthophotographies,300179.09,5042607.92,-73.55915302,45.52337393,fontaine
602,Ville-Marie,Berthier,,rue Berthier/rue de la Visitation,,,,orthophotographies,299923.16,5042547.48,-73.56242862,45.52282832,fontaine
603,Ville-Marie,Brennan/Duke,parc à chien,rue Duke/rue Brennan,,,,orthophotographies,300590.59,5039507.55,-73.55385873,45.49547811,fontaine
604,Ville-Marie,des Faubourgs,,rue Dorion/rue Ontario Est,,,,orthophotographies,300300.39,5042993.72,-73.55760378,45.5268463,fontaine
605,Ville-Marie,des Royaux,,ave De Lorimier/rue de Rouen,,,,orthophotographies,300143.59,5043305.41,-73.55961409,45.52964998,fontaine
606,Ville-Marie,des Vétérans,,ave Papineau/rue Logan,,,localisation approx.,localisation approx.,300503.05,5042688.46,-73.55500666,45.52410073,fontaine
607,Ville-Marie,Fleury-Mesplet,,rue de la Commune Est/rue Berri,,,,orthophotographies,300867.61,5041218.45,-73.55032802,45.51087514,fontaine
608,Ville-Marie,Jean-Narrache,,rue Saint-Timothée/rue Labrecque,,,,orthophotographies,299722.54,5042293.44,-73.56499413,45.52054093,fontaine
609,Ville-Marie,des Joyeux-Vikings,,rue Beaudry/rue Robin,,,localisation approx.,localisation approx.,300125.1,5042327.9,-73.55984148,45.52085383,fontaine
610,Ville-Marie,Percy-Walters,parc à chien,ave du Docteur-Penfield/rue Redpath,,,localisation approx.,localisation approx.,298139.74,5039980.01,-73.58522335,45.49971042,fontaine
611,Ville-Marie,Percy-Walters,,ave du Docteur-Penfield/rue Redpath,,,localisation approx.,localisation approx.,298183.1,5039959.73,-73.58466825,45.49952835,fontaine
612,Ville-Marie,Persillier-Lachapelle,,rue Alexandre-DeSève/rue Ontario Est (nord de),,,,orthophotographies,299966.78,5042751.1,-73.56187225,45.52466088,fontaine
613,Ville-Marie,école Pierre-Dupuy,,ave De Lorimier/rue Ontario Est,,,localisation approx. /privé,localisation approx.,300265.13,5043222.21,-73.55805729,45.52890211,fontaine
614,Ville-Marie,place d'Armes,,rue Notre-Dame Ouest/place d'Armes,,,,orthophotographies,300320.48,5040522.41,-73.55732401,45.50460858,fontaine
615,Ville-Marie,De La Dauversière,,rue Le Royer Est/Place Jacques-Cartier,,,,orthophotographies,300614.99,5040929.18,-73.55355866,45.50827069,fontaine
616,Ville-Marie,De La Dauversière,,rue Le Royer Est/Place Jacques-Cartier,,,,orthophotographies,300645.82,5040943.81,-73.55316423,45.50840253,fontaine
617,Ville-Marie,place de la Paix,,rue Juliette-Béliveau/rue Saint-Dominique,,,,orthophotographies,299957.92,5041054.25,-73.5619689,45.50939187,fontaine
618,Ville-Marie,place D'Youville,,place D'Youville/rue Saint-Pierre,,,localisation approx.,localisation approx.,300487.98,5040190.4,-73.55517761,45.50162207,fontaine
619,Ville-Marie,Raymond-Blain,,ure Panet (face au #1697),,,localisation approx.,localisation approx.,300205.53,5042401.64,-73.55881262,45.52151791,fontaine
620,Ville-Marie,Sainte-Marie,,rue Dufresne/rue Provençale,,,localisation approx.,localisation approx.,300782.45,5043287.06,-73.55143488,45.52948883,fontaine
621,Ville-Marie,Saint-Jacques,,rue Saint-André/rue La Fayette,,,localisation approx.,localisation approx.,299964.62,5041984.45,-73.56189233,45.51776224,fontaine
622,Ville-Marie,Saint-Jacques/Lucien-L'Allier (Julia-Drummond),,rue Lucien-L'Allier/rue Saint-Jacques,,,,orthophotographies,299541.83,5039271.7,-73.56727491,45.49334872,fontaine
623,Ville-Marie,Abords du pont Jacques-Cartier,skate park,boul De Maisonneuve Est/ave De Lorimier,,,,orthophotographies,300765.46,5042785.65,-73.55164827,45.52497685,fontaine
624,Ville-Marie,square Cabot,,ave Atwater/rue Sainte-Catherine Ouest,,,localisation approx.,localisation approx.,298233.74,5038828.15,-73.58400513,45.48934638,fontaine
625,Ville-Marie,square Dalhousie,,rue Berri/rue Notre-Dame Est,,,localisation approx.,localisation approx.,300811.99,5041319.41,-73.55104068,45.5117833,fontaine
626,Ville-Marie,square Phillips,,rue Sainte-Catherine Ouest/rue du Square-Phillips,,,localisation approx.,localisation approx.,299434.26,5040433.14,-73.5686639,45.50379903,fontaine
627,Ville-Marie,Walter-Stewart,chalet,rue D'Iberville/rue de Rouen,,,,orthophotographies,300386.21,5043706.99,-73.55651155,45.53326512,fontaine
628,Ville-Marie,Jovette-Marchessault,,rue Plessis (face au #1600),,,,orthophotographies,300393.15,5042425.45,-73.55641116,45.52173337,fontaine
629,Ville-Marie,Robert-Prévost,,rue Saint-Timothée (face au #1827),,,,orthophotographies,299946.76,5042123.04,-73.56212231,45.5190092,fontaine
630,Ville-Marie,parc de la Presse,,rue Saint-Antoine Ouest/côte de la place d'Armes,,,privé,orthophotographies,300276.41,5040651.68,-73.55788916,45.50577152,fontaine
631,Ville-Marie,près du parc du Mont-Royal,,ave des Pins Ouest/rue Peel,,,au pied de l'escalier,orthophotographies,298391.93,5040522.26,-73.58200346,45.50459218,fontaine
632,Ville-Marie,,,rue McTavish/ave du Docteur-Penfield,,,localisation approx.,localisation approx.,298670.62,5040446.96,-73.57843616,45.5039171,fontaine
633,Ville-Marie,promenade urbaine McTavish,,entre ave du Docteur-Penfield et rue De Maisonneuve Ouest,,,localisation approx.,localisation approx.,298761.6,5040398.99,-73.57727132,45.50348624,fontaine
634,Ville-Marie,promenade urbaine McTavish,,entre ave du Docteur-Penfield et rue De Maisonneuve Ouest,,,localisation approx.,localisation approx.,298788.44,5040382.14,-73.57692765,45.50333485,fontaine
635,Ville-Marie,Félix-Antoine-Savard,,rue Montcalm/rue Sherbrooke Est,,,localisation approx.,localisation approx.,299741.38,5042461.01,-73.5647547,45.52204893,fontaine
636,Ville-Marie,place Émilie-Gamelin,,rue Saint-Hbert/rue Sainte-Catherine Est,,,,orthophotographies,300163.45,5041734.09,-73.55934496,45.51551075,fontaine
637,Ville-Marie,trottoir coin nord/ouest,,rue Saint-Denis/rue Émery,,,,orthophotographies,299844.46,5041674.28,-73.56342723,45.51497036,fontaine
638,Ville-Marie,place Vauquelin,,rue Notre-Dame Est/place Jacques-Cartier,,,,,300523.39,5040948.19,-73.5547311,45.5084412,fontaine
639,Pierrefonds-Roxboro,Centre Sportif George-Springate,tennis,rue Richmond/rue Anderson,,,,orthophotographies,277773.4,5039269.33,-73.84578483,45.49282384,fontaine
640,Pierrefonds-Roxboro,Centre Sportif George-Springate,soccer,rue Richmond/rue Anderson,,,,orthophotographies,277748.04,5039093.06,-73.84609957,45.49123673,fontaine
641,Pierrefonds-Roxboro,Centre Sportif George-Springate,baseball,rue Richmond/rue Anderson,,,,orthophotographies,277853.25,5039107.48,-73.84475434,45.49137055,fontaine
642,Pierrefonds-Roxboro,Brook,parc à chien,rue Brook/rue Harvey,,,,orthophotographies,278130.68,5041224.26,-73.84132006,45.51042858,fontaine
643,Saint-Laurent,Poirier,module de jeux,rue Trudeau/rue Hislop,,,,orthophotographies,292098.64,5041642.23,-73.66256686,45.51458389,fontaine
644,Saint-Laurent,Poirier,intérieur du chalet,rue Trudeau/rue Hislop,,,accès restreint,orthophotographies,292105.9,5041603.8,-73.66247295,45.51423822,fontaine
645,Saint-Laurent,Raymond-Vidal,,rue Khalil-Gibran,,,,orthophotographies,291657.8,5043092.26,-73.66824811,45.52762362,fontaine
646,Saint-Laurent,Alexis-Nihon,tennis,rue Nantel/carré Stewart,,,,orthophotographies,289888.29,5039757.53,-73.69080006,45.49758089,fontaine
647,Saint-Laurent,Gold,pavillon,rue Dorais/rue du Collège,,,,orthophotographies,290263.17,5040122.1,-73.68601418,45.50086935,fontaine
648,Saint-Laurent,Chamberland,intérieur du chalet,rue Dorais/rue de L'Église,,,accès restreint,orthophotographies,289994.42,5040353.22,-73.68946008,45.5029434,fontaine
649,Saint-Laurent,Chamberland,intérieur du chalet,rue Dorais/rue de L'Église,,,accès restreint,orthophotographies,289999.53,5040358.53,-73.68939485,45.50299129,fontaine
650,Saint-Laurent,Chamberland,piscine,rue Dorais/rue de L'Église,,,accès restreint,orthophotographies,289995.21,5040366.84,-73.68945038,45.50306597,fontaine
651,Saint-Laurent,Houde,module de jeux,place Saint-Louis/rue Gratton,,,,orthophotographies,290711.28,5040148.15,-73.68028091,45.50111295,fontaine
652,Saint-Laurent,Gohier,pétanque,rue Beaudet/rue Buchanan,,,,orthophotographies,290679.34,5040948.43,-73.68071266,45.50831353,fontaine
653,Saint-Laurent,Gohier,parc à chien (intérieur),rue Beaudet/rue Buchanan,,,,orthophotographies,290616.97,5040868.04,-73.68150852,45.50758888,fontaine
654,Saint-Laurent,Gohier,parc à chien (intérieur),rue Beaudet/rue Buchanan,,,,orthophotographies,290605.2,5040861.77,-73.68165897,45.50753222,fontaine
655,Saint-Laurent,Gohier,chalet,rue Beaudet/rue Buchanan,,,,orthophotographies,290632.68,5040960.52,-73.68131015,45.50842137,fontaine
656,Saint-Laurent,Gohier,tennis,rue Beaudet/rue Buchanan,,,,orthophotographies,290628.4,5040898.38,-73.68136312,45.50786213,fontaine
657,Saint-Laurent,Grou,module de jeux,rue Cartier/rue Saint-Germain,,,,orthophotographies,291320.15,5041042.79,-73.67251436,45.50917529,fontaine
658,Saint-Laurent,Decelles,intérieur du chalet,rue Filiatrault/rue de L'Église,,,accès restreint,orthophotographies,290934.06,5041542.93,-73.67746964,45.51366817,fontaine
659,Saint-Laurent,Decelles,extérieur du chalet,rue Filiatrault/rue de L'Église,,,,orthophotographies,290926.18,5041548.08,-73.67757064,45.51371436,fontaine
660,Saint-Laurent,Decelles,intérieur du chalet,rue Filiatrault/rue de L'Église,,,accès restreint,orthophotographies,290939.05,5041547.92,-73.67740592,45.51371317,fontaine
661,Saint-Laurent,Beaudet,fontaine,rue Gohier/rue Beaudet,,,,orthophotographies,291006.01,5041090.85,-73.67653604,45.50960161,fontaine
662,Saint-Laurent,Gariépy,,rue Bourgoin/rue Hufford,,,,orthophotographies,289308.02,5040650.92,-73.69825297,45.50560731,fontaine
663,Saint-Laurent,Roland-Moreau,,rue Maheu/rue O'Grady,,,,orthophotographies,289443.83,5039820.69,-73.69648901,45.49813959,fontaine
664,Saint-Laurent,Bourbonnière,basketball,rue Cazeneuve/rue Modugno,,,,orthophotographies,288889.17,5040187.46,-73.70359798,45.5014275,fontaine
665,Saint-Laurent,Bourbonnière,pataugeoire,rue Cazeneuve/rue Modugno,,,accès restreint,orthophotographies,288931.12,5040255.49,-73.70306338,45.50204061,fontaine
666,Saint-Laurent,Bourbonnière,intérieur du chalet,rue Cazeneuve/rue Modugno,,,accès restreint,orthophotographies,288967.21,5040292.46,-73.70260276,45.5023741,fontaine
667,Saint-Laurent,Bourbonnière,extérieur du chalet,rue Cazeneuve/rue Modugno,,,accès restreint,orthophotographies,288955.52,5040286.2,-73.70275215,45.50231751,fontaine
668,Saint-Laurent,Tassé,pavillon,rue Billeron/rue Véniard,,,,orthophotographies,289673.94,5041034.49,-73.6935821,45.50906685,fontaine
669,Saint-Laurent,Marcel-Laurin,tennis,boul Thimens/rue Varin,,,,orthophotographies,289069.47,5040977.29,-73.70131617,45.50853877,fontaine
670,Saint-Laurent,Marcel-Laurin,tennis,boul Thimens/rue Varin,,,,orthophotographies,289070.59,5040975.97,-73.7013018,45.50852692,fontaine
671,Saint-Laurent,Marcel-Laurin,parc à chien,boul Thimens/rue Varin,,,,orthophotographies,289196.98,5040945.13,-73.69968331,45.50825225,fontaine
672,Saint-Laurent,Marcel-Laurin,piste d'athlétisme,rue Robert-Peary,,,,orthophotographies,288892.57,5041006.49,-73.70358104,45.50879751,fontaine
673,Saint-Laurent,Marcel-Laurin,soccer,boul Poirier,,,,orthophotographies,288589.49,5041012.62,-73.70745999,45.50884569,fontaine
674,Saint-Laurent,Marcel-Laurin,soccer,boul Poirier,,,,orthophotographies,288667,5040947.33,-73.70646588,45.50825998,fontaine
675,Saint-Laurent,Marcel-Laurin,près de PolyvalenteÉ.-Legault,boul Thimens/rue Samson,,,,orthophotographies,288747.79,5040782.46,-73.70542657,45.50677829,fontaine
676,Saint-Laurent,Bélanger,,rue Cardinal/boul de la Côte-Vertue,,,,orthophotographies,290351.02,5041515,-73.68493109,45.51340501,fontaine
677,Saint-Laurent,Hartenstein,tennis,rue Cardinal/rue Tassé,,,,orthophotographies,289901.82,5041830.68,-73.69068992,45.51623616,fontaine
678,Saint-Laurent,Hartenstein,bute pour glisser,rue Cardinal/rue Tassé,,,,orthophotographies,289877.89,5041910.2,-73.69099863,45.5169512,fontaine
679,Saint-Laurent,Hartenstein,extérieur du chalet,rue Gohier,,,,orthophotographies,289869.63,5041999.38,-73.69110707,45.51775349,fontaine
680,Saint-Laurent,Hartenstein,intérieur du chalet,rue Gohier,,,accès restreint,orthophotographies,289863.86,5042005.69,-73.69118112,45.51781015,fontaine
681,Saint-Laurent,Hartenstein,BBQ,rue Décarie/rue Deguire,,,,orthophotographies,289818.22,5042137.8,-73.69176934,45.51899794,fontaine
682,Saint-Laurent,Cousineau,chalet,ave O'Brien/rue Lapointe,,,,orthophotographies,289913.65,5042415.07,-73.69055625,45.52149496,fontaine
683,Saint-Laurent,Cousineau,module de jeux,ave O'Brien/rue Lapointe,,,,orthophotographies,289828.85,5042381.36,-73.69164071,45.52118981,fontaine
684,Saint-Laurent,Cousineau,parc à chien,ave O'Brien/rue Lapointe,,,,orthophotographies,289827.3,5042446.64,-73.69166255,45.52177719,fontaine
685,Saint-Laurent,Harris,chalet,ave Sainte-Croix/rue Tassé,,,,orthophotographies,290340.34,5042148.57,-73.68508647,45.51910588,fontaine
686,Saint-Laurent,Beaulac,chalet,rue Elizabeth,,,,orthophotographies,290917.49,5042236.32,-73.67770136,45.51990722,fontaine
687,Saint-Laurent,L'Archevêque,,rue Couvrette (face au #1275),,,,orthophotographies,291095.56,5042816.01,-73.67543822,45.525127,fontaine
688,Saint-Laurent,Saint-Laurent,tennis,rue Dutrisac/croissant du Ruisseau,,,,orthophotographies,290080.87,5043086.42,-73.68843589,45.52753955,fontaine
689,Saint-Laurent,Saint-Laurent,module de jeux,rue Dutrisac/place Dutrisac,,,,orthophotographies,290030.28,5042937.81,-73.68907906,45.52620124,fontaine
690,Saint-Laurent,Saint-Laurent,baseball,rue Poirier/rue Muir,,,,orthophotographies,290253.06,5043086.18,-73.6862315,45.52754101,fontaine
691,Saint-Laurent,Saint-Laurent,,rue Poirier/rue Muir,,,localisation approx.,localisation approx.,290251.52,5043057.64,-73.68625036,45.52728416,fontaine
692,Saint-Laurent,Saint-Laurent,,rue Poirier/rue Muir,,,localisation approx.,localisation approx.,290257.64,5043066.18,-73.68617227,45.52736114,fontaine
693,Saint-Laurent,Saint-Laurent,intérieur du chalet,rue Poirier/rue Barré,,,,orthophotographies,290154.77,5043073.2,-73.68748942,45.52742215,fontaine
694,Saint-Laurent,Painter,tennis,rue Meloche,,,accès restreint,orthophotographies,291037.02,5043227.51,-73.67619918,45.52882867,fontaine
695,Saint-Laurent,Painter,chalet,rue Meloche,,,,orthophotographies,291059.32,5043263.6,-73.6759147,45.52915386,fontaine
696,Saint-Laurent,Caron,,boul Montpellier/rue Muir,,,,orthophotographies,291357.42,5042317.93,-73.67207235,45.5206502,fontaine
697,Saint-Laurent,Caron,,rue Muir/place Fortier,,,,orthophotographies,291407.82,5042407.96,-73.67142967,45.52146129,fontaine
698,Saint-Laurent,Goulet,,rue Connaught/rue d'Oxford,,,,orthophotographies,289031.43,5042470.32,-73.70185102,45.52197272,fontaine
699,Saint-Laurent,Marlborough,tennis (intérieur),rue Beauzèle/rue Carroll,,,accès restreint,orthophotographies,287612.26,5042594.14,-73.72002181,45.52305335,fontaine
700,Saint-Laurent,Marlborough,tennis (extérieur),rue Beauzèle/rue Carroll,,,,orthophotographies,287610.5,5042595.22,-73.72004438,45.52306303,fontaine
701,Saint-Laurent,Marlborough,piscine,rue Beauzèle/rue Carroll,,,accès restreint,orthophotographies,287541.47,5042506.13,-73.72092489,45.52225966,fontaine
702,Saint-Laurent,Noël-Nord,roller hockey,rue Baker/rue Geoffrion,,,,orthophotographies,286836.75,5041984.35,-73.72992676,45.51754671,fontaine
703,Saint-Laurent,Noël-Nord,soccer,rue McCarthy,,,,orthophotographies,286961.66,5041939.21,-73.7283263,45.51714373,fontaine
704,Saint-Laurent,Noël-Nord,module de jeux,rue Baker/rue Geoffrion,,,,orthophotographies,286876.75,5041990.6,-73.72941499,45.51760398,fontaine
705,Saint-Laurent,Noël-Sud,tennis,rue Noorduyn,,,,orthophotographies,287050.53,5041774.41,-73.72718283,45.51566307,fontaine
706,Saint-Laurent,Noël-Sud,module de jeux,rue Matis,,,,orthophotographies,287072.84,5041713.52,-73.72689507,45.51511573,fontaine
707,Saint-Laurent,Jerry-Shears,,rue Pierre-Dagenais/chemin du Bois-Franc,,,,orthophotographies,287214.39,5040942.98,-73.72505571,45.50818573,fontaine
708,Saint-Laurent,Philippe-Laheurte,soccer,ave Ernest-Hemingway/rue Robert-Choquette,,,,orthophotographies,287793.18,5040721.29,-73.71764088,45.50620524,fontaine
709,Saint-Laurent,Philippe-Laheurte,module de jeux,ave Ernest-Hemingway/boul Cavendish,,,,orthophotographies,287930.92,5040778.31,-73.71588016,45.50672167,fontaine
710,Saint-Laurent,Philippe-Laheurte,pavillon,ave Ernest-Hemingway/rue John-Lyman,,,,orthophotographies,287242.45,5040233.58,-73.72467121,45.501803,fontaine
711,Saint-Laurent,Sir-Edmund-Hillary,,rue de l'Everest (face au #1600),,,,orthophotographies,288975.15,5041361.63,-73.70253566,45.51199507,fontaine
712,Saint-Laurent,Carré Square Magellan,,rue de l'Écu (face au #2724),,,,orthophotographies,288169.73,5041317.46,-73.71284232,45.51157887,fontaine
713,Saint-Laurent,Roman-Zytynsky,,rue Quenneville/rue Varry,,,,orthophotographies,290885.13,5043202.41,-73.67814301,45.52859979,fontaine
714,Saint-Laurent,Robert-Mitchell,,rue Crevier/rue Saint-Louis,,,,orthophotographies,291237.58,5040603.59,-73.67355894,45.5052216,fontaine
715,Saint-Laurent,Square du Nordet,,rue des Équinoxes/rue des Montérégiennes,,,,orthophotographies,288146.81,5041909.53,-73.71315577,45.51690597,fontaine
716,Saint-Laurent,du Bois-Franc,,rues des Andes/rue Modigliani,,,,orthophotographies,287855.09,5041170.07,-73.71686412,45.51024503,fontaine
717,Saint-Laurent,du Bois-Franc,,rue de l'Équatuer/rue du Chinook,,,,orthophotographies,288100.83,5041497.87,-73.71373028,45.51320061,fontaine
718,Saint-Laurent,Petit,,rue Poirier/chemin Laval,,,,orthophotographies,289559.44,5042286.18,-73.69508636,45.52032751,fontaine
719,Saint-Laurent,Dr-Bernard-Paquet,,rue Jean-Gascon/rue Guy-Hoffmann,,,,orthophotographies,286564.58,5040835.68,-73.73336774,45.50720352,fontaine
720,Saint-Laurent,Raymond-Lagacé,,rue Jean-Gascon/rue Pierre-Dagenais,,,,orthophotographies,287113.26,5041149,-73.72635736,45.51003701,fontaine
721,Saint-Laurent,place Rodolphe-Rousseau,,boul Edouard-Laurin/rue Gohier,,,,orthophotographies,290554.16,5041486.87,-73.68233031,45.51315607,fontaine
722,Saint-Laurent,Guillaume-Bruneau ou Henri-Thomas-Scott,,rue Jean-Gascon/rue Vittorio-Fiorucci,,,,orthophotographies,286911.65,5041037.61,-73.72893351,45.50902954,fontaine
723,Saint-Laurent,bassin du Suroît,,rue de l'Équatuer/rue du Chinook,,,,orthophotographies,288148.52,5041524.09,-73.7131208,45.51343769,fontaine
724,Montréal-Nord,Oscar,abri-soleil,ave Oscar/rue de Mayenne,,,,orthophotographies,293258.41,5049125.89,-73.64789932,45.58194449,fontaine
725,Montréal-Nord,Oscar,intérieur du chalet,ave Oscar/rue de Mayenne,,,accès restreint,orthophotographies,293225.79,5049161.46,-73.64831817,45.58226401,fontaine
726,Montréal-Nord,Oscar,intérieur du chalet,ave Oscar/rue de Mayenne,,,accès restreint,orthophotographies,293229.15,5049165,-73.6482752,45.58229592,fontaine
727,Montréal-Nord,Ottawa,intérieur de la bibliothèque,ave de Belleville/rue Fleury Est,,,accès restreint,orthophotographies,293695.93,5049123.19,-73.64229269,45.58192731,fontaine
728,Montréal-Nord,Ottawa,intérieur du chalet,ave de Belleville/rue Fleury Est,,,accès restreint,orthophotographies,293699.31,5049065.69,-73.64224807,45.58140997,fontaine
729,Montréal-Nord,Ottawa,soccer,ave de Belleville/rue Prieur Est,,,,orthophotographies,293604.53,5049188.88,-73.64346543,45.58251695,fontaine
730,Montréal-Nord,Ottawa,module de jeux,ave de Belleville/rue Fleury Est,,,,orthophotographies,293661.78,5049153.43,-73.64273099,45.58219888,fontaine
731,Montréal-Nord,Ménard,intérieur du chalet,place Ménard/ave Plaza,,,accès restreint,orthophotographies,293869.13,5049690.94,-73.64008594,45.58703883,fontaine
732,Montréal-Nord,Ménard,module de jeux,place Ménard/ave Plaza,,,,orthophotographies,293872.04,5049677.71,-73.64004835,45.58691983,fontaine
733,Montréal-Nord,Eusèbe-Ménard,sentier,boul Gouin Est/ave de Bruxelles,,,,orthophotographies,293174.09,5050374.77,-73.64900956,45.59318084,fontaine
734,Montréal-Nord,Sabrevois,pataugeoire,ave des Récollets/rue Sabrevois,,,,orthophotographies,294398.56,5049327.08,-73.63329323,45.58377283,fontaine
735,Montréal-Nord,Pilon,abri-soleil,rue Arthur-Champoux/ave Gariépy,,,,orthophotographies,293698.83,5050356.08,-73.64228355,45.59302124,fontaine
736,Montréal-Nord,Pilon,parc à chien,rue Arthur-Champoux/ave Gariépy,,,,orthophotographies,293697.39,5050447.71,-73.64230409,45.59384572,fontaine
737,Montréal-Nord,Maurice-Bélanger,intérieur du chalet,ave Hébert/rue Forest,,,accès restreint,orthophotographies,294526.9,5049771.29,-73.63165792,45.58777186,fontaine
738,Montréal-Nord,Maurice-Bélanger,,rue Forest/ave de l'Hôtel-de-Ville,,,,orthophotographies,294523.2,5049825.77,-73.63170648,45.58826204,fontaine
739,Montréal-Nord,Paul-Sauvé,intérieur du chalet,ave Éthier/rue de Bayonne,,,accès restreint,orthophotographies,294245,5051073.87,-73.63529884,45.5994886,fontaine
740,Montréal-Nord,Paul-Sauvé,pataugeoire,ave Éthier/rue de Bayonne,,,,orthophotographies,294228.63,5051034.86,-73.63550783,45.59913733,fontaine
741,Montréal-Nord,Paul-Sauvé,,boul Henri-Bourassa Est/ave Bellevois,,,,orthophotographies,294210.59,5051241.77,-73.63574357,45.60099888,fontaine
742,Montréal-Nord,Aimé-Léonard,sentier,boul Gouin Est/boul Sainte-Gertrude,,,,orthophotographies,293992.41,5052005.61,-73.63855728,45.60786874,fontaine
743,Montréal-Nord,Aimé-Léonard,module de jeux,boul Gouin Est/boul Sainte-Gertrude,,,,orthophotographies,293944.77,5051970.93,-73.63916727,45.60755594,fontaine
744,Montréal-Nord,Aimé-Léonard,extérieur du chalet,boul Gouin Est/boul Sainte-Gertrude,,,,orthophotographies,293931.2,5052094.51,-73.639344,45.60866773,fontaine
745,Montréal-Nord,Saint-Laurent,intérieur du chalet,ave Salk/rue de la Gare,,,accès restreint,orthophotographies,294753.66,5051802.5,-73.62879362,45.60605253,fontaine
746,Montréal-Nord,Saint-Laurent,soccer,ave Alfred/boul Henri-Bourassa Est,,,,orthophotographies,294737.66,5051650.25,-73.6289956,45.60468232,fontaine
747,Montréal-Nord,Saint-Laurent,sentier,rue de la Gare/ave Edger,,,,orthophotographies,294667.21,5051845.29,-73.62990279,45.60643631,fontaine
748,Montréal-Nord,Charleroi,intérieur du chalet,ave Alfred/rue Louis-Francoeur,,,accès restreint,orthophotographies,295171.39,5051072.73,-73.62342395,45.59949179,fontaine
749,Montréal-Nord,Charleroi,baseball,rue Louis-Francoeur (face au #5273),,,,orthophotographies,295240.18,5051149.11,-73.62254367,45.60018002,fontaine
750,Montréal-Nord,Lacordaire,intérieur du chalet,boulevard Lacordaire (#12576),,,accès restreint,orthophotographies,294503.7,5052927.51,-73.63202184,45.61617198,fontaine
751,Montréal-Nord,Lacordaire,module de jeux,boulevard Lacordaire (#12576),,,,orthophotographies,294505.13,5052946.76,-73.63200391,45.61634521,fontaine
752,Montréal-Nord,Henri-Bourassa,extérieur du chalet,ave Laurier/rue Pascal,,,,orthophotographies,295178.53,5052834.13,-73.62336717,45.61534139,fontaine
753,Montréal-Nord,Henri-Bourassa,soccer,ave Laurier/rue Pascal,,,,orthophotographies,295208.62,5052862.62,-73.62298191,45.61559817,fontaine
754,Montréal-Nord,Henri-Bourassa,module de jeux,ave Laurier/rue Pascal,,,,orthophotographies,295138.44,5052853.46,-73.62388159,45.61551477,fontaine
755,Montréal-Nord,Le Carignan,intérieur du chalet,ave P.-M.-Favier/rue Renoir,,,,orthophotographies,295763.22,5052206.31,-73.61585862,45.60969997,fontaine
756,Montréal-Nord,Le Carignan,intérieur du centre communautaire,ave P.-M.-Favier/rue Renoir,,,,orthophotographies,295765.58,5052232.58,-73.61582885,45.60993638,fontaine
757,Montréal-Nord,Monty,intérieur du chalet,ave Monty (entre le #12357 et le #12351),,,accès par la ruelle,orthophotographies,295453.75,5053476.26,-73.6198506,45.62112318,fontaine
758,Montréal-Nord,Monty,extérieur du chalet,ave Monty (entre le #12357 et le #12351),,,accès par la ruelle,orthophotographies,295447.02,5053465.4,-73.61993669,45.62102537,fontaine
759,Montréal-Nord,Tardif,intérieur du chalet,rue Tardif ( à l'est de #6453),,,accès par la ruelle,orthophotographies,295713.16,5053111.75,-73.61651729,45.61784668,fontaine
760,Montréal-Nord,Tardif,module de jeux,rue Tardif ( à l'est de #6453),,,accès par la ruelle,orthophotographies,295691.42,5053154.61,-73.61679686,45.61823206,fontaine
761,Montréal-Nord,Gouin,,boul Gouin Est (face au #6700),,,,orthophotographies,295220.42,5054148.33,-73.62285588,45.62716744,fontaine
762,Montréal-Nord,Gouin,parc à chien,boul Gouin Est (face au #6700),,,,orthophotographies,295192.43,5054126.75,-73.62321442,45.62697287,fontaine
763,Montréal-Nord,Calixa-Lavallée (école),basketball,boul Henri-Bourassa Est/ave Pelletier,,,privé (commission scolaire),orthophotographies,293975.19,5050975.97,-73.63875521,45.59860352,fontaine
764,Montréal-Nord,Racette,,ave Racette (face au #11424),,,,orthophotographies,294731.06,5051420.55,-73.62907547,45.60261532,fontaine
765,Montréal-Nord,piste cyclabe (boul Gouin),piste cyclable,à la hauteur de l'intersection du boul Gouin Est et de l'ave,,,localisation approx.,localisation approx.,293579.72,5051154.84,-73.64382854,45.60020677,fontaine
766,Saint-Laurent,Square du Rambler,,,,,,orthophotographies,288382.02,5041933.79,-73.71014599,45.51712985,fontaine
769,Le Sud-Ouest,Angrignon,sentier,chemin du parc Angrignon,,,Grands Parcs,,296489.61,5033287.95,-73.60622487,45.43947443,fontaine
770,L'Île-Bizard–Sainte-Geneviève,parc nature de Boisé-de-l'Île-Bizard,,,,,Grands Parcs,,273552.25,5041917.13,-73.89995868,45.51647305,fontaine
771,Saint-Laurent,parc nature du Bois-de-Liesse,,,,,Grands Parcs,,284788.56,5041373.06,-73.75611806,45.51199035,fontaine
772,Saint-Laurent,parc nature du Bois-de-Liesse,,,,,Grands Parcs,,284792.52,5041364.37,-73.75606702,45.51191227,fontaine
773,Saint-Laurent,parc nature du Bois-de-Liesse,,,,,Grands Parcs,,284215.1,5040734.85,-73.76343067,45.50623083,fontaine
774,Saint-Laurent,parc nature du Bois-de-Liesse,,,,,Grands Parcs,,284206.41,5040750.12,-73.76354252,45.50636798,fontaine
